1541217101683, Voiculescu, Alexandru, masculin, 1976
2690302243410, Medeleanu, Anda, feminin, 1991
2741212310685, Nastase, Elena, feminin, 1998
2560707034687, Hosu, Ingrid, feminin, 1974
1750104050260, Lazar, Ciprian, masculin, 1997
1611218212011, Mureseanu, Doru, masculin, 1987
1690924383875, Toderas, Cosmin, masculin, 1996
2961022365774, Lazar, Anda, feminin, 2015
2800721397570, Zarnescu, Ada, feminin, 1998
1900403193092, Manole, Paul, masculin, 2009
1760615150147, Ionita, Horia, masculin, 1999
1761201099941, Badea, Cosmin, masculin, 1995
2541220288481, Herlea, Flavia, feminin, 1979
2971123391357, Gruia, Maria, feminin, 2023
1900117357727, Ene, Cornel, masculin, 2010
2700928117776, Herlea, Andreea, feminin, 1988
1620710223788, Fulga, Claudiu, masculin, 1982
1831021212050, Danciu, David, masculin, 2005
1691218340133, Sabau, Stefan, masculin, 1994
2810618138661, Grigorescu, Izabela, feminin, 2005
2730603062219, Zarnescu, Andreea, feminin, 1999
2890310112024, Dragulescu, Ingrid, feminin, 2009
1810102013469, Nicoara, Albert, masculin, 2006
1651217011357, Dogaru, Doru, masculin, 1984
1940702085199, Voiculescu, Claudiu, masculin, 2016
2901007012560, Danciu, Maria, feminin, 2010
1850910308237, Sabau, Codrut, masculin, 2007
1870815245696, Voiculescu, Codrut, masculin, 2007
1610228283176, Herlea, David, masculin, 1982
2740827189061, Filipoaie, Zenobia, feminin, 1995
2890604308797, Gruia, Andreea, feminin, 2015
1620320015812, Gliga, Albert, masculin, 1986
2720828513961, Opris, Anca, feminin, 1990
2770318331697, Badea, Andreea, feminin, 1999
2510415516491, Stanciu, Otlia, feminin, 1977
1540406275689, Badea, Cornel, masculin, 1976
1920801342634, Toderas, Stefan, masculin, 2011
2820405232060, Dogaru, Florina, feminin, 2002
2991025029952, Filipoaie, Alexandra, feminin, 2019
1930922137817, Gliga, Vlad, masculin, 2013
1790805275676, Filipoaie, Sergiu, masculin, 2002
2600912165028, Zarnescu, Andreea, feminin, 1985
1671102050522, Filipoaie, David, masculin, 1994
1960311309641, Stanciu, Horia, masculin, 2016
1891118266389, Ionita, Albert, masculin, 2012
1890318097770, Gliga, Ciprian, masculin, 2007
2940306193710, Lazar, Maria, feminin, 2019
2561125239821, Ene, Otlia, feminin, 1978
2520214132871, Dragulescu, Elena, feminin, 1975
1590916324328, Neagu, Raul, masculin, 1983
2590509084311, Filipoaie, Anda, feminin, 1980
1780902290793, Gliga, Andrei, masculin, 2002
1660816339793, Munteanu, Mihai, masculin, 1991
2850927045769, Craciun, Nicoleta, feminin, 2007
2690822027573, Fulga, Ingrid, feminin, 1995
2661109246052, Hetco, Nicoleta, feminin, 1991
2741031196241, Pop, Natalia, feminin, 1999
2611201335784, Filipoaie, Izabela, feminin, 1982
1541226361013, Herlea, Mihai, masculin, 1980
2941211153577, Gliga, Otlia, feminin, 2013
2700201371295, Sabau, Maria, feminin, 1997
1940213369181, Pop, Sergiu, masculin, 2018
2580427236878, Fulga, Anda, feminin, 1983
1660601097016, Lazar, Ciprian, masculin, 1989
2610906032352, Nastase, Elena, feminin, 1984
2650911016629, Hosu, Nicoleta, feminin, 1989
2680301076435, Baciu, Zenobia, feminin, 1987
2620125015511, Stanciu, Andreea, feminin, 1987
2610807162104, Munteanu, Izabela, feminin, 1983
1560610052323, Nastase, Doru, masculin, 1980
1540112237123, Ene, Andrei, masculin, 1975
1570406277801, Zarnescu, Mihai, masculin, 1984
2770703201645, Mureseanu, Mihaela, feminin, 1999
2900719383777, Dogaru, Dora, feminin, 2010
2740716255589, Pacuraru, Elena, feminin, 2001
2570625058296, Hosu, Flavia, feminin, 1982
2810412285291, Voiculescu, Maria, feminin, 2007
1930511017882, Mureseanu, Raul, masculin, 2019
1930202330661, Gruia, Alexandru, masculin, 2012
1900626306945, Nicoara, Ciprian, masculin, 2016
1651125183253, Pop, Albert, masculin, 1983
2980317291643, Pacuraru, Otlia, feminin, 2019
2860823186630, Toderas, Maria, feminin, 2011
1860914145002, Sabau, Vlad, masculin, 2011
2570303522860, Badea, Adriana, feminin, 1978
2830331364404, Ene, Anca, feminin, 2007
2860419394376, Neagu, Izabela, feminin, 2008
1990513066423, Nicoara, Matei, masculin, 2025
1920705281171, Munteanu, Sergiu, masculin, 2018
1641124071399, Pacuraru, Robert, masculin, 1983
2660401238572, Filipoaie, Ingrid, feminin, 1984
1840212034411, Lazar, David, masculin, 2009
2940516326152, Hetco, Simina, feminin, 2019
1960517511541, Fulga, Sergiu, masculin, 2014
2630528116758, Medeleanu, Otlia, feminin, 1989
1860628058007, Toderas, Claudiu, masculin, 2010
1631117098291, Toderas, Cornel, masculin, 1981
2521019389127, Filipoaie, Mihaela, feminin, 1974
1930303248232, Ionita, David, masculin, 2016
1790523168069, Gliga, Alexandru, masculin, 1999
2720211339621, Baciu, Anca, feminin, 1999
1950325299333, Stanciu, Mihai, masculin, 2018
2871025138497, Macovei, Simina, feminin, 2009
2980117367967, Mureseanu, Izabela, feminin, 2024
2990917293636, Dragulescu, Natalia, feminin, 2018
1640423342780, Mureseanu, Horia, masculin, 1990
2921231312453, Sabau, Zenobia, feminin, 2013
2870805367975, Pop, Alexandra, feminin, 2006
2650927217887, Danciu, Anda, feminin, 1991
1770711272703, Fulga, Ciprian, masculin, 2000
1780320154517, Danciu, Cornel, masculin, 2000
2500523078665, Danciu, Otlia, feminin, 1968
1971003325361, Filipoaie, Cosmin, masculin, 2020
1810814247329, Stanciu, David, masculin, 2006
2721210193611, Toderas, Ioana, feminin, 1995
2630327321378, Gliga, Ada, feminin, 1990
1510607317301, Gliga, Alexandru, masculin, 1975
2630825042852, Herlea, Zenobia, feminin, 1986
1871114031885, Craciun, Stefan, masculin, 2010
1971111041696, Voiculescu, Robert, masculin, 2015
1550513283211, Sabau, Robert, masculin, 1976
2750518059131, Pacuraru, Zenobia, feminin, 1994
2891224337168, Dogaru, Flavia, feminin, 2013
2911222167836, Filipoaie, Ada, feminin, 2016
1640813152585, Gliga, Doru, masculin, 1984
1810927221310, Munteanu, Stefan, masculin, 2002
2610409242412, Gruia, Mihaela, feminin, 1988
1761210335395, Baciu, Paul, masculin, 1997
2830305247270, Dragulescu, Izabela, feminin, 2001
1801027343126, Badea, Paul, masculin, 2004
1900727238191, Voiculescu, Doru, masculin, 2017
1790809114366, Ionita, Codrut, masculin, 2000
2990907323175, Mureseanu, Ingrid, feminin, 2021
2850104136704, Danciu, Nicoleta, feminin, 2005
1590114322471, Munteanu, Claudiu, masculin, 1982
2510325107010, Nicoara, Anda, feminin, 1975
1920228397484, Gliga, Cornel, masculin, 2018
2700702239958, Pacuraru, Flavia, feminin, 1989
1700402153848, Nicoara, Claudiu, masculin, 1995
1641010352086, Voiculescu, Vlad, masculin, 1988
2761119259349, Filipoaie, Izabela, feminin, 1996
2641101203833, Filipoaie, Dora, feminin, 1988
1740724349842, Medeleanu, Codrut, masculin, 1996
1570326270616, Sabau, Vlad, masculin, 1978
1900704207994, Neagu, Albert, masculin, 2008
2590707174386, Grigorescu, Anda, feminin, 1980
1710111045871, Baciu, Matei, masculin, 1997
1950102025853, Baciu, Codrut, masculin, 2012
2930322139519, Danciu, Ioana, feminin, 2012
2640827283921, Manole, Elena, feminin, 1986
2850423175790, Manole, Dora, feminin, 2012
1590222085840, Toderas, Albert, masculin, 1985
1851111208720, Voiculescu, Cosmin, masculin, 2005
1770925083305, Gliga, Claudiu, masculin, 2003
1971121513394, Voiculescu, Robert, masculin, 2020
2790628186109, Pacuraru, Ada, feminin, 2002
2730206196237, Fulga, Zenobia, feminin, 1995
2840220354294, Badea, Ingrid, feminin, 2007
1790823384627, Mureseanu, Albert, masculin, 1997
2830424129784, Dragulescu, Ada, feminin, 2008
1600531054209, Badea, Codrut, masculin, 1987
1830831195291, Grigorescu, Horia, masculin, 2007
2641217528826, Ene, Anca, feminin, 1989
2911111228001, Craciun, Izabela, feminin, 2011
1760106337237, Gliga, Cornel, masculin, 1995
1890204516497, Filipoaie, Horia, masculin, 2012
2550403124115, Gruia, Ioana, feminin, 1976
2990522361301, Stanciu, Maria, feminin, 2019
1540712384701, Grigorescu, Cornel, masculin, 1972
1740205167840, Filipoaie, Vlad, masculin, 2000
2841216137862, Sabau, Natalia, feminin, 2007
2881215381531, Munteanu, Zenobia, feminin, 2011
2880820146031, Zarnescu, Alexandra, feminin, 2014
2620814147751, Nicoara, Maria, feminin, 1985
2870310040501, Neagu, Adriana, feminin, 2006
1780527037617, Ionita, Alexandru, masculin, 2004
1640613515815, Voiculescu, Codrut, masculin, 1986
1920718390112, Sabau, Alexandru, masculin, 2015
2710928018134, Fulga, Elena, feminin, 1990
1610912189442, Badea, Cosmin, masculin, 1980
1790109190746, Dragulescu, Claudiu, masculin, 1998
1680916046088, Zarnescu, Paul, masculin, 1993
1601003296672, Stanciu, Albert, masculin, 1980
1821117022864, Sabau, Paul, masculin, 2003
1610417215618, Hosu, Raul, masculin, 1984
2510128203921, Badea, Otlia, feminin, 1973
1561006288909, Nastase, Sergiu, masculin, 1982
2820309222255, Hetco, Alexandra, feminin, 2009
1751203181627, Stanciu, Cornel, masculin, 1998
2950809251621, Voiculescu, Dora, feminin, 2022
2700527088801, Pop, Mihaela, feminin, 1992
2581110194046, Hetco, Ingrid, feminin, 1979
1960425232384, Ene, David, masculin, 2015
1760528214830, Neagu, Andrei, masculin, 1996
2531202169183, Pop, Mihaela, feminin, 1979
2950328259510, Toderas, Flavia, feminin, 2018
2820418356989, Fulga, Ioana, feminin, 2000
2520503313778, Voiculescu, Alexandra, feminin, 1976
1811010018746, Zarnescu, Alexandru, masculin, 2000
1571220055960, Gruia, Matei, masculin, 1980
1920108516081, Voiculescu, Claudiu, masculin, 2014
2980119109401, Mureseanu, Andreea, feminin, 2023
1970110374707, Toderas, Andrei, masculin, 2022
1990127525677, Grigorescu, Sergiu, masculin, 2018
1630415153823, Pop, Albert, masculin, 1985
1650716013272, Badea, Matei, masculin, 1989
2620420181694, Pop, Florina, feminin, 1985
2821223231822, Medeleanu, Simina, feminin, 2007
1860109063641, Gruia, David, masculin, 2012
1791119120311, Sabau, Andrei, masculin, 2004
1910415043664, Voiculescu, Stefan, masculin, 2009
2641224130589, Sabau, Anda, feminin, 1988
1540609155159, Baciu, Doru, masculin, 1978
1501101082414, Medeleanu, Ciprian, masculin, 1969
2641019330319, Badea, Florina, feminin, 1987
1500430188896, Macovei, Horia, masculin, 1968
1970514210390, Medeleanu, Paul, masculin, 2021
1730118329165, Pacuraru, Stefan, masculin, 1990
1651208173644, Dragulescu, Paul, masculin, 1984
1650208215397, Hosu, Albert, masculin, 1987
1690802160955, Neagu, Vlad, masculin, 1988
1900527073478, Hetco, Alexandru, masculin, 2008
2681122276394, Nastase, Otlia, feminin, 1988
2850303377315, Hosu, Zenobia, feminin, 2004
2741031093513, Danciu, Simina, feminin, 1999
1891103520648, Zarnescu, Stefan, masculin, 2009
1721031312523, Filipoaie, Andrei, masculin, 1991
2920910246269, Dogaru, Dora, feminin, 2016
1840201146969, Toderas, Robert, masculin, 2008
2950520275957, Pacuraru, Zenobia, feminin, 2015
1840720352628, Mureseanu, Sergiu, masculin, 2005
2610310282937, Ene, Anca, feminin, 1983
2621027283943, Baciu, Anda, feminin, 1988
1731228526117, Munteanu, Doru, masculin, 1993
1550227012617, Craciun, Vlad, masculin, 1976
2631223163711, Pacuraru, Ioana, feminin, 1983
2511210391715, Dragulescu, Simina, feminin, 1973
2870101276087, Dragulescu, Zenobia, feminin, 2005
1521121382220, Hosu, Stefan, masculin, 1976
1770811260100, Munteanu, Paul, masculin, 1995
1821013383547, Pop, Cornel, masculin, 2008
1580105097465, Macovei, Codrut, masculin, 1983
1890510265617, Munteanu, Cosmin, masculin, 2014
2960112524223, Gruia, Florina, feminin, 2016
1840207082140, Zarnescu, Andrei, masculin, 2006
1710614186965, Macovei, Mihai, masculin, 1995
2861123387673, Ionita, Anda, feminin, 2009
1651126205990, Badea, Paul, masculin, 1985
2840202082720, Ionita, Anca, feminin, 2003
2760621348085, Nastase, Natalia, feminin, 1996
2810115218698, Grigorescu, Andreea, feminin, 2002
1820224168035, Hosu, Codrut, masculin, 2001
1780127381003, Voiculescu, Mihai, masculin, 1998
2980611395097, Dogaru, Ingrid, feminin, 2025
2720609064824, Stanciu, Dora, feminin, 1995
1920106391633, Macovei, Alexandru, masculin, 2012
2670108121835, Pop, Florina, feminin, 1993
2551105223646, Ene, Simina, feminin, 1976
2801202514731, Macovei, Adriana, feminin, 1999
1710327179141, Badea, Doru, masculin, 1995
1730212280728, Dogaru, Andrei, masculin, 1998
1981120045875, Hetco, Matei, masculin, 2022
1660317147349, Grigorescu, Horia, masculin, 1991
1620331176232, Medeleanu, Cornel, masculin, 1985
2960527143801, Stanciu, Mihaela, feminin, 2017
1571004076103, Macovei, Claudiu, masculin, 1982
1830603348637, Nastase, Mihai, masculin, 2001
1840325527488, Dogaru, Andrei, masculin, 2009
2780715152705, Badea, Dora, feminin, 2003
2710821073904, Ionita, Anda, feminin, 1990
2740305106986, Sabau, Zenobia, feminin, 1995
2540110255545, Munteanu, Maria, feminin, 1978
1901014189252, Grigorescu, Ciprian, masculin, 2009
2760816277672, Mureseanu, Mihaela, feminin, 1999
1790522254950, Ionita, Claudiu, masculin, 1997
2550206205551, Munteanu, Andreea, feminin, 1975
2950821360336, Sabau, Elena, feminin, 2020
2690831146801, Filipoaie, Flavia, feminin, 1992
2890525013080, Hosu, Anca, feminin, 2011
1650621374345, Manole, Andrei, masculin, 1987
2841109057791, Manole, Mihaela, feminin, 2009
1851010346841, Craciun, Doru, masculin, 2009
1890401057308, Dragulescu, Cornel, masculin, 2014
2841207528866, Grigorescu, Anca, feminin, 2008
1970207353861, Ionita, Andrei, masculin, 2016
1601203136161, Opris, Mihai, masculin, 1987
2620807038581, Nastase, Ada, feminin, 1988
1530119516541, Gliga, Claudiu, masculin, 1971
1901214188860, Voiculescu, Andrei, masculin, 2015
2830223295024, Pop, Flavia, feminin, 2001
1790101114238, Zarnescu, Vlad, masculin, 2005
2811205304756, Herlea, Adriana, feminin, 2003
2890614328084, Medeleanu, Andreea, feminin, 2012
1710216284126, Dragulescu, Claudiu, masculin, 1991
1570705395471, Nastase, Mihai, masculin, 1976
1610419139404, Macovei, Ciprian, masculin, 1982
2760818085245, Nastase, Alexandra, feminin, 1996
2700519334813, Ionita, Elena, feminin, 1995
1760204339009, Zarnescu, Andrei, masculin, 1996
1990617091748, Baciu, David, masculin, 2024
2520401023246, Dragulescu, Nicoleta, feminin, 1978
1981217160735, Macovei, Paul, masculin, 2022
1730414514741, Fulga, Robert, masculin, 1994
1630122256863, Gruia, Doru, masculin, 1986
2920918120031, Opris, Izabela, feminin, 2018
2700828164174, Toderas, Florina, feminin, 1995
2790624144458, Voiculescu, Florina, feminin, 2003
2940820375241, Neagu, Simina, feminin, 2017
1720511226591, Sabau, Raul, masculin, 1998
1921111059653, Herlea, Stefan, masculin, 2019
1940131343530, Baciu, David, masculin, 2013
2620105316739, Danciu, Mihaela, feminin, 1986
2790520389969, Pop, Adriana, feminin, 2005
2710813014594, Fulga, Ingrid, feminin, 1995
2830109048991, Filipoaie, Adriana, feminin, 2000
2940909186664, Toderas, Ioana, feminin, 2015
1790611267474, Manole, Albert, masculin, 1997
2780430383089, Opris, Flavia, feminin, 1996
1530705106208, Pacuraru, Claudiu, masculin, 1973
1981021089285, Hetco, Stefan, masculin, 2018
1630818267619, Dogaru, Cosmin, masculin, 1981
2961224086589, Neagu, Nicoleta, feminin, 2019
2931204297771, Dogaru, Andreea, feminin, 2012
2741010050864, Voiculescu, Simina, feminin, 1992
2870224061190, Ene, Ioana, feminin, 2012
2671109088596, Hetco, Alexandra, feminin, 1986
2611224398863, Dragulescu, Simina, feminin, 1980
2910118221835, Nicoara, Nicoleta, feminin, 2010
1831113266124, Fulga, Stefan, masculin, 2004
2781101265757, Hetco, Elena, feminin, 1999
2630511093777, Medeleanu, Simina, feminin, 1986
2751208382184, Baciu, Anca, feminin, 1996
1660908184156, Gliga, Ciprian, masculin, 1992
2581130050682, Grigorescu, Mihaela, feminin, 1982
1750321270563, Toderas, Cornel, masculin, 2000
2930404197261, Macovei, Simina, feminin, 2011
2801213380586, Sabau, Andreea, feminin, 2007
2740311245284, Stanciu, Ada, feminin, 1998
1820311148081, Nastase, Codrut, masculin, 2007
1870220294566, Danciu, Cosmin, masculin, 2014
1540504028362, Sabau, Cosmin, masculin, 1975
2660315391954, Gruia, Anda, feminin, 1993
1610721197743, Zarnescu, Claudiu, masculin, 1988
2790128119069, Gruia, Izabela, feminin, 2000
2611118217711, Badea, Izabela, feminin, 1979
2630817266997, Opris, Mihaela, feminin, 1988
1560202164102, Pacuraru, Cosmin, masculin, 1975
2550410360485, Fulga, Flavia, feminin, 1982
1940328397070, Voiculescu, Codrut, masculin, 2020
1910122029466, Baciu, Doru, masculin, 2016
2980202255811, Hetco, Simina, feminin, 2019
1910209069723, Baciu, Claudiu, masculin, 2010
2640714154704, Mureseanu, Ingrid, feminin, 1983
2900115300681, Grigorescu, Ioana, feminin, 2009
1721004216899, Herlea, Albert, masculin, 1994
2711207069824, Baciu, Elena, feminin, 1993
1541009014626, Ionita, Alexandru, masculin, 1979
1880223145401, Craciun, Albert, masculin, 2011
2530127373478, Opris, Zenobia, feminin, 1975
2650125527584, Hetco, Mihaela, feminin, 1991
1720219174569, Voiculescu, Paul, masculin, 1994
2800924193217, Filipoaie, Izabela, feminin, 1998
1751003351758, Manole, Horia, masculin, 1994
2720922510303, Mureseanu, Dora, feminin, 1999
1640916359824, Fulga, Codrut, masculin, 1982
2951104096006, Ionita, Anca, feminin, 2022
2660107310697, Craciun, Mihaela, feminin, 1985
1570718207167, Danciu, Andrei, masculin, 1976
2550123240421, Opris, Adriana, feminin, 1974
2841127147733, Hetco, Otlia, feminin, 2008
1940201352046, Craciun, Sergiu, masculin, 2016
1820620137445, Ionita, Stefan, masculin, 2005
1541212237726, Herlea, David, masculin, 1979
2590211346924, Voiculescu, Maria, feminin, 1981
2531021528866, Baciu, Maria, feminin, 1972
2520606333993, Badea, Nicoleta, feminin, 1978
2651105176536, Lazar, Adriana, feminin, 1984
2940213136231, Ionita, Elena, feminin, 2021
2790805128921, Fulga, Ioana, feminin, 2000
2741128105756, Toderas, Andreea, feminin, 1994
1541113088314, Nicoara, Horia, masculin, 1979
1840212130932, Medeleanu, Ciprian, masculin, 2005
2740417147790, Pacuraru, Mihaela, feminin, 1997
1740619523031, Hosu, Horia, masculin, 1999
1680403026997, Mureseanu, Claudiu, masculin, 1995
2820413154117, Medeleanu, Nicoleta, feminin, 2006
2851219149613, Sabau, Natalia, feminin, 2012
1520410327576, Gliga, Paul, masculin, 1970
2701211179683, Stanciu, Anca, feminin, 1991
2650321119930, Fulga, Ingrid, feminin, 1991
2700608120281, Herlea, Maria, feminin, 1996
1530119364749, Manole, Stefan, masculin, 1975
2990110518851, Opris, Otlia, feminin, 2016
1840406208544, Craciun, Sergiu, masculin, 2003
2940814024444, Stanciu, Ada, feminin, 2015
1660624321875, Gruia, Codrut, masculin, 1987
1700615087565, Baciu, Sergiu, masculin, 1990
2751101262561, Pacuraru, Izabela, feminin, 1994
1861117116145, Sabau, Cosmin, masculin, 2004
2770624020266, Gruia, Adriana, feminin, 1995
1730104248745, Filipoaie, Ciprian, masculin, 1992
1781205020033, Stanciu, Ciprian, masculin, 1997
2540714167891, Craciun, Ada, feminin, 1979
1900823511484, Toderas, Horia, masculin, 2008
1911016123639, Mureseanu, Andrei, masculin, 2011
2530613228126, Munteanu, Anda, feminin, 1976
2950818513566, Baciu, Adriana, feminin, 2014
1920716268608, Herlea, Robert, masculin, 2017
1950924315492, Baciu, Doru, masculin, 2018
2730823521936, Toderas, Nicoleta, feminin, 1994
1860816144463, Filipoaie, Alexandru, masculin, 2004
1651109282543, Neagu, Claudiu, masculin, 1990
2940523055971, Pacuraru, Anca, feminin, 2019
2860507274062, Badea, Simina, feminin, 2013
1960326172425, Lazar, Codrut, masculin, 2022
1541210069804, Opris, Horia, masculin, 1974
2901121300556, Hetco, Elena, feminin, 2017
2870201290293, Mureseanu, Ingrid, feminin, 2013
2970215350718, Gruia, Maria, feminin, 2016
1570111302112, Pop, Cosmin, masculin, 1979
1821004270407, Munteanu, Alexandru, masculin, 2001
1670704277790, Hetco, Robert, masculin, 1994
2750320313519, Hetco, Flavia, feminin, 1995
1820302195169, Gruia, Paul, masculin, 2007
1630204016150, Toderas, Claudiu, masculin, 1981
1650327526109, Nicoara, Cosmin, masculin, 1983
1621126060643, Mureseanu, Stefan, masculin, 1980
2541107244977, Stanciu, Florina, feminin, 1979
1680602200782, Ionita, Sergiu, masculin, 1990
2830703529931, Nastase, Simina, feminin, 2008
2671114213951, Nicoara, Alexandra, feminin, 1990
2880728067141, Medeleanu, Alexandra, feminin, 2012
2991126379414, Craciun, Izabela, feminin, 2019
2860212363081, Stanciu, Elena, feminin, 2013
2510314114785, Nastase, Natalia, feminin, 1973
2710323044606, Craciun, Anda, feminin, 1994
2940625088854, Herlea, Ingrid, feminin, 2020
1501217218285, Opris, Raul, masculin, 1970
1670102079373, Stanciu, Cornel, masculin, 1990
2820815236961, Filipoaie, Anca, feminin, 2005
1770210114596, Hosu, Codrut, masculin, 1998
2760523087976, Ene, Mihaela, feminin, 1999
1750228381259, Baciu, Alexandru, masculin, 1995
1510307317976, Ionita, Andrei, masculin, 1971
1690919198887, Grigorescu, Doru, masculin, 1996
1870709515876, Hetco, Codrut, masculin, 2014
2500315206147, Gliga, Ioana, feminin, 1973
2540118380933, Grigorescu, Maria, feminin, 1976
1931213065795, Sabau, Horia, masculin, 2020
2920120024973, Pop, Ingrid, feminin, 2013
1951130198582, Ionita, Paul, masculin, 2022
2640125012951, Medeleanu, Natalia, feminin, 1990
1880804143131, Grigorescu, Matei, masculin, 2015
2660425056691, Gliga, Natalia, feminin, 1986
2830815148283, Gliga, Ada, feminin, 2007
1790415315352, Lazar, Ciprian, masculin, 1999
2840826285869, Dragulescu, Anca, feminin, 2004
1830227217675, Gruia, Alexandru, masculin, 2007
1640624082681, Nicoara, Ciprian, masculin, 1983
1750901045781, Zarnescu, Codrut, masculin, 1999
2990619336494, Sabau, Elena, feminin, 2018
2590915349935, Dragulescu, Flavia, feminin, 1985
1571219028446, Toderas, Sergiu, masculin, 1977
2660616066361, Gruia, Nicoleta, feminin, 1984
2890604337910, Medeleanu, Andreea, feminin, 2014
1851114293823, Munteanu, Ciprian, masculin, 2009
1630201333752, Macovei, Sergiu, masculin, 1986
1500512295929, Nastase, Robert, masculin, 1969
2840616170373, Nicoara, Otlia, feminin, 2004
2820620143151, Pacuraru, Alexandra, feminin, 2004
1601112395803, Baciu, Vlad, masculin, 1981
2600611097014, Pop, Izabela, feminin, 1985
2651013226274, Pacuraru, Ingrid, feminin, 1988
1611220139759, Stanciu, Cosmin, masculin, 1987
2780425516890, Grigorescu, Flavia, feminin, 2003
2560327351677, Munteanu, Ioana, feminin, 1981
1740925157962, Grigorescu, Stefan, masculin, 1992
2520506023729, Toderas, Elena, feminin, 1974
2780107219192, Pacuraru, Adriana, feminin, 2004
2750707288937, Filipoaie, Anda, feminin, 1993
2850407061201, Pacuraru, Ioana, feminin, 2008
1890217037885, Neagu, Doru, masculin, 2015
1780716514810, Danciu, David, masculin, 1998
1710313293158, Hosu, Alexandru, masculin, 1990
1560409389898, Lazar, Doru, masculin, 1978
1990328244912, Dragulescu, Albert, masculin, 2023
1581212052962, Toderas, Horia, masculin, 1983
2960627165788, Craciun, Alexandra, feminin, 2020
2540318291269, Zarnescu, Zenobia, feminin, 1973
2991020333906, Herlea, Andreea, feminin, 2019
2790802160099, Nastase, Elena, feminin, 2004
1650316161016, Hetco, Claudiu, masculin, 1989
2921223398390, Munteanu, Alexandra, feminin, 2013
2821007092948, Craciun, Mihaela, feminin, 2008
2810907275678, Filipoaie, Izabela, feminin, 2000
1880718196485, Herlea, David, masculin, 2009
1690301372038, Neagu, Paul, masculin, 1993
1640110225548, Stanciu, Stefan, masculin, 1988
2661201526192, Nastase, Anca, feminin, 1989
2750528240172, Ionita, Mihaela, feminin, 1994
2720608138623, Toderas, Florina, feminin, 1996
1960416096898, Hosu, Vlad, masculin, 2016
2610628196788, Dogaru, Maria, feminin, 1984
1840528285693, Dragulescu, Albert, masculin, 2005
1510912263195, Dogaru, Horia, masculin, 1970
1790906187094, Manole, Paul, masculin, 2005
1600724222424, Lazar, Vlad, masculin, 1987
1601204378091, Munteanu, Codrut, masculin, 1979
1861016384893, Dragulescu, Ciprian, masculin, 2006
2830714394969, Voiculescu, Maria, feminin, 2010
1630415151670, Opris, Stefan, masculin, 1990
2800917204371, Neagu, Adriana, feminin, 2002
2560302111818, Hosu, Ioana, feminin, 1974
1620718200068, Opris, Raul, masculin, 1987
2981225072132, Danciu, Flavia, feminin, 2019
2761021076647, Opris, Flavia, feminin, 2000
2740527017701, Craciun, Simina, feminin, 2000
2780303525390, Craciun, Anca, feminin, 2001
1581011148831, Medeleanu, Matei, masculin, 1982
2890805213338, Ene, Alexandra, feminin, 2013
2690109060235, Voiculescu, Simina, feminin, 1994
2560422083651, Danciu, Elena, feminin, 1976
1821120106901, Lazar, Claudiu, masculin, 2004
2580605088447, Nicoara, Florina, feminin, 1985
1630517371382, Stanciu, Robert, masculin, 1987
2501110519953, Nastase, Maria, feminin, 1971
2651208150610, Badea, Izabela, feminin, 1983
1610402283870, Nastase, Matei, masculin, 1986
2591127379614, Badea, Dora, feminin, 1985
2580427252694, Zarnescu, Maria, feminin, 1976
2840421054864, Dogaru, Dora, feminin, 2002
1661105336495, Macovei, Alexandru, masculin, 1992
1800322341252, Craciun, Codrut, masculin, 1999
2630509251211, Opris, Izabela, feminin, 1983
1941007258562, Ene, Mihai, masculin, 2021
2920306523991, Opris, Simina, feminin, 2016
2790725142517, Badea, Otlia, feminin, 1999
2790324120581, Mureseanu, Simina, feminin, 2003
1650531067983, Hosu, Codrut, masculin, 1985
2540702352908, Craciun, Dora, feminin, 1981
1931228378599, Badea, Raul, masculin, 2018
1711004373550, Opris, Ciprian, masculin, 1989
1710324518482, Dragulescu, Andrei, masculin, 1991
2770208364899, Dogaru, Mihaela, feminin, 1997
2791026253539, Macovei, Elena, feminin, 1997
2780423321247, Hetco, Mihaela, feminin, 2004
2830223072112, Munteanu, Simina, feminin, 2003
2720213169679, Mureseanu, Mihaela, feminin, 1995
1700626120718, Gliga, Codrut, masculin, 1995
1900405151338, Mureseanu, Albert, masculin, 2015
1520724173018, Hosu, Sergiu, masculin, 1978
1680920188411, Toderas, Albert, masculin, 1991
1770314339321, Manole, Sergiu, masculin, 2004
1980314199319, Pacuraru, Stefan, masculin, 2025
2871023042311, Neagu, Mihaela, feminin, 2007
2681009250893, Pop, Natalia, feminin, 1986
2850327256558, Mureseanu, Elena, feminin, 2010
1890523249968, Hosu, Andrei, masculin, 2011
2570418388334, Stanciu, Ioana, feminin, 1979
1671204052389, Nastase, Codrut, masculin, 1989
2740910226532, Hosu, Natalia, feminin, 1998
2500606036308, Toderas, Elena, feminin, 1971
2640517063980, Stanciu, Adriana, feminin, 1982
2670914377888, Toderas, Maria, feminin, 1986
2671103312127, Herlea, Otlia, feminin, 1993
1730511036862, Munteanu, Doru, masculin, 1995
1790623297709, Toderas, Cosmin, masculin, 2005
1660324185301, Grigorescu, Ciprian, masculin, 1993
2730817193783, Hetco, Izabela, feminin, 1994
2920628050131, Pacuraru, Elena, feminin, 2019
2520721094439, Nicoara, Florina, feminin, 1970
2661223198168, Nastase, Ingrid, feminin, 1989
2910615107636, Medeleanu, Florina, feminin, 2010
2550227311406, Mureseanu, Nicoleta, feminin, 1973
